Time,RegionName,NumValue
2012-03,Denmark,6
2012-04,Denmark,4
2012-05,Denmark,4
2012-06,Denmark,3
2012-07,Denmark,4
2012-08,Denmark,1
2012-09,Denmark,2
2012-10,Denmark,6
2012-11,Denmark,5
2012-12,Denmark,5
2013-01,Denmark,5
2013-02,Denmark,7
2013-03,Denmark,11
2013-04,Denmark,6
2013-05,Denmark,3
2013-06,Denmark,5
2013-07,Denmark,5
2013-08,Denmark,3
2013-09,Denmark,3
2013-10,Denmark,1
2013-11,Denmark,3
2013-12,Denmark,3
2014-01,Denmark,3
2014-02,Denmark,5
2014-03,Denmark,5
2014-04,Denmark,5
2014-05,Denmark,2
2014-06,Denmark,2
2014-07,Denmark,5
2014-08,Denmark,2
2014-09,Denmark,2
2014-10,Denmark,4
2014-11,Denmark,4
2014-12,Denmark,6
2015-01,Denmark,2
2015-02,Denmark,2
2015-03,Denmark,4
2015-04,Denmark,3
2015-05,Denmark,4
2015-06,Denmark,0
2015-07,Denmark,1
2015-08,Denmark,1
2015-09,Denmark,2
2015-10,Denmark,1
2015-11,Denmark,1
2015-12,Denmark,1
2016-01,Denmark,6
2016-02,Denmark,5
2016-03,Denmark,3
2016-04,Denmark,3
2016-05,Denmark,4
2016-06,Denmark,3
2016-07,Denmark,2
2016-08,Denmark,3
2016-09,Denmark,2
2016-10,Denmark,0
2016-11,Denmark,1
2016-12,Denmark,6
2017-01,Denmark,4
2017-02,Denmark,4
2017-03,Denmark,2
2017-04,Denmark,2
2017-05,Denmark,6
2017-06,Denmark,4
2017-07,Denmark,2
2017-08,Denmark,0
2017-09,Denmark,5
2017-10,Denmark,5
2017-11,Denmark,2
2017-12,Denmark,3
2018-01,Denmark,3
2018-02,Denmark,5
2018-03,Denmark,3
2018-04,Denmark,7
2018-05,Denmark,1
2018-06,Denmark,1
2018-07,Denmark,5
2018-08,Denmark,1
2018-09,Denmark,0
2018-10,Denmark,4
2018-11,Denmark,4
2018-12,Denmark,4
2019-01,Denmark,6
2019-02,Denmark,6
2019-03,Denmark,6
2019-04,Denmark,2
2019-05,Denmark,5
2019-06,Denmark,3
2019-07,Denmark,6
2019-08,Denmark,1
2019-09,Denmark,2
2019-10,Denmark,2
2019-11,Denmark,4
2019-12,Denmark,7
1999-01,Estonia,0
1999-02,Estonia,0
1999-03,Estonia,0
1999-04,Estonia,1
1999-05,Estonia,0
1999-06,Estonia,0
1999-07,Estonia,0
1999-08,Estonia,0
1999-09,Estonia,0
1999-10,Estonia,2
1999-11,Estonia,0
1999-12,Estonia,0
2000-01,Estonia,0
2000-02,Estonia,0
2000-03,Estonia,0
2000-04,Estonia,1
2000-05,Estonia,3
2000-06,Estonia,1
2000-07,Estonia,0
2000-08,Estonia,1
2000-09,Estonia,0
2000-10,Estonia,0
2000-11,Estonia,2
2000-12,Estonia,1
2001-01,Estonia,3
2001-02,Estonia,3
2001-03,Estonia,2
2001-04,Estonia,1
2001-05,Estonia,1
2001-06,Estonia,3
2001-07,Estonia,1
2001-08,Estonia,0
2001-09,Estonia,0
2001-10,Estonia,2
2001-11,Estonia,1
2001-12,Estonia,3
2002-01,Estonia,1
2002-02,Estonia,0
2002-03,Estonia,1
2002-04,Estonia,3
2002-05,Estonia,0
2002-06,Estonia,0
2002-07,Estonia,0
2002-08,Estonia,0
2002-09,Estonia,0
2002-10,Estonia,0
2002-11,Estonia,0
2002-12,Estonia,1
2003-01,Estonia,0
2003-02,Estonia,0
2003-03,Estonia,0
2003-04,Estonia,1
2003-05,Estonia,1
2003-06,Estonia,0
2003-07,Estonia,0
2003-08,Estonia,1
2003-09,Estonia,0
2003-10,Estonia,1
2003-11,Estonia,3
2003-12,Estonia,0
2004-01,Estonia,1
2004-02,Estonia,1
2004-03,Estonia,1
2004-04,Estonia,0
2004-05,Estonia,0
2004-06,Estonia,0
2004-07,Estonia,2
2004-08,Estonia,1
2004-09,Estonia,0
2004-10,Estonia,3
2004-11,Estonia,1
2004-12,Estonia,0
2005-01,Estonia,1
2005-02,Estonia,1
2005-03,Estonia,0
2005-04,Estonia,1
2005-05,Estonia,0
2005-06,Estonia,0
2005-07,Estonia,1
2005-08,Estonia,0
2005-09,Estonia,1
2005-10,Estonia,4
2005-11,Estonia,2
2005-12,Estonia,2
2006-01,Estonia,1
2006-02,Estonia,1
2006-03,Estonia,1
2006-04,Estonia,2
2006-05,Estonia,1
2006-06,Estonia,2
2006-07,Estonia,0
2006-08,Estonia,1
2006-09,Estonia,0
2006-10,Estonia,0
2006-11,Estonia,2
2006-12,Estonia,0
2007-01,Estonia,1
2007-02,Estonia,2
2007-03,Estonia,2
2007-04,Estonia,0
2007-05,Estonia,2
2007-06,Estonia,1
2007-07,Estonia,0
2007-08,Estonia,0
2007-09,Estonia,0
2007-10,Estonia,1
2007-11,Estonia,0
2007-12,Estonia,2
2008-01,Estonia,1
2008-02,Estonia,1
2008-03,Estonia,0
2008-04,Estonia,1
2008-05,Estonia,0
2008-06,Estonia,0
2008-07,Estonia,0
2008-08,Estonia,0
2008-09,Estonia,1
2008-10,Estonia,0
2008-11,Estonia,0
2008-12,Estonia,2
2009-01,Estonia,0
2009-02,Estonia,0
2009-03,Estonia,2
2009-04,Estonia,0
2009-05,Estonia,1
2009-06,Estonia,1
2009-07,Estonia,0
2009-08,Estonia,0
2009-09,Estonia,0
2009-10,Estonia,0
2009-11,Estonia,0
2009-12,Estonia,1
2010-01,Estonia,0
2010-02,Estonia,0
2010-03,Estonia,0
2010-04,Estonia,0
2010-05,Estonia,1
2010-06,Estonia,1
2010-07,Estonia,0
2010-08,Estonia,0
2010-09,Estonia,0
2010-10,Estonia,0
2010-11,Estonia,0
2010-12,Estonia,0
2011-01,Estonia,0
2011-02,Estonia,1
2011-03,Estonia,1
2011-04,Estonia,0
2011-05,Estonia,1
2011-06,Estonia,2
2011-07,Estonia,1
2011-08,Estonia,0
2011-09,Estonia,0
2011-10,Estonia,0
2011-11,Estonia,1
2011-12,Estonia,0
2012-01,Estonia,0
2012-02,Estonia,1
2012-03,Estonia,1
2012-04,Estonia,0
2012-05,Estonia,1
2012-06,Estonia,1
2012-07,Estonia,0
2012-08,Estonia,0
2012-09,Estonia,0
2012-10,Estonia,0
2012-11,Estonia,0
2012-12,Estonia,2
2013-01,Estonia,1
2013-02,Estonia,1
2013-03,Estonia,0
2013-04,Estonia,1
2013-05,Estonia,0
2013-06,Estonia,1
2013-07,Estonia,1
2013-08,Estonia,0
2013-09,Estonia,1
2013-10,Estonia,0
2013-11,Estonia,0
2013-12,Estonia,0
2014-01,Estonia,0
2014-02,Estonia,1
2014-03,Estonia,0
2014-04,Estonia,1
2014-05,Estonia,1
2014-06,Estonia,0
2014-07,Estonia,0
2014-08,Estonia,0
2014-09,Estonia,0
2014-10,Estonia,0
2014-11,Estonia,0
2014-12,Estonia,0
2015-01,Estonia,0
2015-02,Estonia,0
2015-03,Estonia,2
2015-04,Estonia,1
2015-05,Estonia,0
2015-06,Estonia,0
2015-07,Estonia,0
2015-08,Estonia,0
2015-09,Estonia,0
2015-10,Estonia,1
2015-11,Estonia,0
2015-12,Estonia,0
2016-01,Estonia,0
2016-02,Estonia,1
2016-03,Estonia,0
2016-04,Estonia,0
2016-05,Estonia,0
2016-06,Estonia,0
2016-07,Estonia,0
2016-08,Estonia,0
2016-09,Estonia,1
2016-10,Estonia,0
2016-11,Estonia,1
2016-12,Estonia,0
2017-01,Estonia,0
2017-02,Estonia,1
2017-03,Estonia,0
2017-04,Estonia,0
2017-05,Estonia,0
2017-06,Estonia,0
2017-07,Estonia,0
2017-08,Estonia,0
2017-09,Estonia,0
2017-10,Estonia,0
2017-11,Estonia,1
2017-12,Estonia,2
2018-01,Estonia,0
2018-02,Estonia,2
2018-03,Estonia,1
2018-04,Estonia,0
2018-05,Estonia,2
2018-06,Estonia,2
2018-07,Estonia,1
2018-08,Estonia,0
2018-09,Estonia,0
2018-10,Estonia,0
2018-11,Estonia,0
2018-12,Estonia,0
2019-01,Estonia,0
2019-02,Estonia,1
2019-03,Estonia,0
2019-04,Estonia,1
2019-05,Estonia,0
2019-06,Estonia,0
2019-07,Estonia,0
2019-08,Estonia,0
2019-09,Estonia,0
2019-10,Estonia,0
2019-11,Estonia,1
2019-12,Estonia,1
1999-01,Finland,6
1999-02,Finland,9
1999-03,Finland,5
1999-04,Finland,3
1999-05,Finland,7
1999-06,Finland,8
1999-07,Finland,1
1999-08,Finland,5
1999-09,Finland,2
1999-10,Finland,2
1999-11,Finland,5
1999-12,Finland,2
2000-01,Finland,5
2000-02,Finland,5
2000-03,Finland,10
2000-04,Finland,4
2000-05,Finland,2
2000-06,Finland,3
2000-07,Finland,3
2000-08,Finland,3
2000-09,Finland,2
2000-10,Finland,3
2000-11,Finland,4
2000-12,Finland,4
2001-01,Finland,4
2001-02,Finland,6
2001-03,Finland,4
2001-04,Finland,7
2001-05,Finland,3
2001-06,Finland,6
2001-07,Finland,0
2001-08,Finland,1
2001-09,Finland,3
2001-10,Finland,6
2001-11,Finland,4
2001-12,Finland,3
2002-01,Finland,3
2002-02,Finland,2
2002-03,Finland,3
2002-04,Finland,3
2002-05,Finland,5
2002-06,Finland,5
2002-07,Finland,4
2002-08,Finland,1
2002-09,Finland,3
2002-10,Finland,7
2002-11,Finland,5
2002-12,Finland,7
2003-01,Finland,4
2003-02,Finland,4
2003-03,Finland,2
2003-04,Finland,2
2003-05,Finland,6
2003-06,Finland,0
2003-07,Finland,4
2003-08,Finland,2
2003-09,Finland,6
2003-10,Finland,2
2003-11,Finland,1
2003-12,Finland,7
2004-01,Finland,1
2004-02,Finland,5
2004-03,Finland,3
2004-04,Finland,4
2004-05,Finland,5
2004-06,Finland,4
2004-07,Finland,3
2004-08,Finland,2
2004-09,Finland,4
2004-10,Finland,4
2004-11,Finland,3
2004-12,Finland,3
2005-01,Finland,2
2005-02,Finland,4
2005-03,Finland,6
2005-04,Finland,7
2005-05,Finland,2
2005-06,Finland,0
2005-07,Finland,0
2005-08,Finland,7
2005-09,Finland,1
2005-10,Finland,2
2005-11,Finland,2
2005-12,Finland,4
2006-01,Finland,5
2006-02,Finland,2
2006-03,Finland,3
2006-04,Finland,8
2006-05,Finland,3
2006-06,Finland,5
2006-07,Finland,2
2006-08,Finland,0
2006-09,Finland,5
2006-10,Finland,7
2006-11,Finland,3
2006-12,Finland,2
2007-01,Finland,4
2007-02,Finland,3
2007-03,Finland,8
2007-04,Finland,4
2007-05,Finland,3
2007-06,Finland,2
2007-07,Finland,2
2007-08,Finland,1
2007-09,Finland,6
2007-10,Finland,6
2007-11,Finland,1
2007-12,Finland,2
2008-01,Finland,3
2008-02,Finland,5
2008-03,Finland,5
2008-04,Finland,2
2008-05,Finland,0
2008-06,Finland,4
2008-07,Finland,1
2008-08,Finland,0
2008-09,Finland,2
2008-10,Finland,0
2008-11,Finland,4
2008-12,Finland,2
2009-01,Finland,3
2009-02,Finland,2
2009-03,Finland,5
2009-04,Finland,1
2009-05,Finland,3
2009-06,Finland,2
2009-07,Finland,3
2009-08,Finland,5
2009-09,Finland,1
2009-10,Finland,4
2009-11,Finland,3
2009-12,Finland,1
2010-01,Finland,4
2010-02,Finland,2
2010-03,Finland,0
2010-04,Finland,3
2010-05,Finland,1
2010-06,Finland,3
2010-07,Finland,2
2010-08,Finland,5
2010-09,Finland,6
2010-10,Finland,3
2010-11,Finland,3
2010-12,Finland,2
2011-01,Finland,3
2011-02,Finland,5
2011-03,Finland,3
2011-04,Finland,1
2011-05,Finland,2
2011-06,Finland,3
2011-07,Finland,4
2011-08,Finland,3
2011-09,Finland,5
2011-10,Finland,3
2011-11,Finland,2
2011-12,Finland,0
2012-01,Finland,3
2012-02,Finland,5
2012-03,Finland,6
2012-04,Finland,2
2012-05,Finland,3
2012-06,Finland,2
2012-07,Finland,0
2012-08,Finland,3
2012-09,Finland,4
2012-10,Finland,4
2012-11,Finland,0
2012-12,Finland,1
2013-01,Finland,2
2013-02,Finland,1
2013-03,Finland,1
2013-04,Finland,3
2013-05,Finland,4
2013-06,Finland,1
2013-07,Finland,2
2013-08,Finland,0
2013-09,Finland,3
2013-10,Finland,1
2013-11,Finland,2
2013-12,Finland,0
2014-01,Finland,2
2014-02,Finland,3
2014-03,Finland,1
2014-04,Finland,1
2014-05,Finland,1
2014-06,Finland,2
2014-07,Finland,0
2014-08,Finland,2
2014-09,Finland,3
2014-10,Finland,2
2014-11,Finland,3
2014-12,Finland,1
2015-01,Finland,2
2015-02,Finland,2
2015-03,Finland,2
2015-04,Finland,3
2015-05,Finland,3
2015-06,Finland,6
2015-07,Finland,1
2015-08,Finland,1
2015-09,Finland,0
2015-10,Finland,0
2015-11,Finland,1
2015-12,Finland,1
2016-01,Finland,1
2016-02,Finland,1
2016-03,Finland,1
2016-04,Finland,1
2016-05,Finland,5
2016-06,Finland,2
2016-07,Finland,0
2016-08,Finland,2
2016-09,Finland,2
2016-10,Finland,1
2016-11,Finland,0
2016-12,Finland,3
2017-01,Finland,3
2017-02,Finland,0
2017-03,Finland,1
2017-04,Finland,2
2017-05,Finland,0
2017-06,Finland,1
2017-07,Finland,1
2017-08,Finland,1
2017-09,Finland,3
2017-10,Finland,0
2017-11,Finland,0
2017-12,Finland,4
2018-01,Finland,0
2018-02,Finland,1
2018-03,Finland,2
2018-04,Finland,3
2018-05,Finland,0
2018-06,Finland,2
2018-07,Finland,1
2018-08,Finland,1
2018-09,Finland,2
2018-10,Finland,3
2018-11,Finland,0
2018-12,Finland,1
2019-01,Finland,1
2019-02,Finland,0
2019-03,Finland,1
2019-04,Finland,1
2019-05,Finland,1
2019-06,Finland,0
2019-07,Finland,1
2019-08,Finland,1
2019-09,Finland,4
2019-10,Finland,1
2019-11,Finland,1
2019-12,Finland,4
1999-01,France,43
1999-02,France,65
1999-03,France,35
1999-04,France,30
1999-05,France,18
1999-06,France,19
1999-07,France,31
1999-08,France,32
1999-09,France,32
1999-10,France,28
1999-11,France,29
1999-12,France,49
2000-01,France,64
2000-02,France,55
2000-03,France,38
2000-04,France,51
2000-05,France,45
2000-06,France,35
2000-07,France,25
2000-08,France,26
2000-09,France,22
2000-10,France,31
2000-11,France,48
2000-12,France,49
2001-01,France,57
2001-02,France,55
2001-03,France,52
2001-04,France,49
2001-05,France,61
2001-06,France,33
2001-07,France,41
2001-08,France,35
2001-09,France,33
2001-10,France,44
2001-11,France,42
2001-12,France,57
2002-01,France,104
2002-02,France,88
2002-03,France,55
2002-04,France,45
2002-05,France,66
2002-06,France,41
2002-07,France,39
2002-08,France,46
2002-09,France,36
2002-10,France,48
2002-11,France,38
2002-12,France,42
2003-01,France,59
2003-02,France,55
2003-03,France,59
2003-04,France,51
2003-05,France,47
2003-06,France,48
2003-07,France,43
2003-08,France,42
2003-09,France,45
2003-10,France,40
2003-11,France,57
2003-12,France,104
2004-01,France,77
2004-02,France,56
2004-03,France,59
2004-04,France,67
2004-05,France,56
2004-06,France,43
2004-07,France,47
2004-08,France,45
2004-09,France,42
2004-10,France,49
2004-11,France,41
2004-12,France,43
2005-01,France,88
2005-02,France,79
2005-03,France,94
2005-04,France,63
2005-05,France,51
2005-06,France,40
2005-07,France,32
2005-08,France,36
2005-09,France,34
2005-10,France,57
2005-11,France,51
2005-12,France,55
2006-01,France,65
2006-02,France,81
2006-03,France,91
2006-04,France,69
2006-05,France,61
2006-06,France,39
2006-07,France,46
2006-08,France,37
2006-09,France,36
2006-10,France,50
2006-11,France,39
2006-12,France,56
2007-01,France,74
2007-02,France,95
2007-03,France,54
2007-04,France,62
2007-05,France,54
2007-06,France,52
2007-07,France,41
2007-08,France,37
2007-09,France,29
2007-10,France,56
2007-11,France,62
2007-12,France,62
2008-01,France,91
2008-02,France,61
2008-03,France,63
2008-04,France,73
2008-05,France,50
2008-06,France,43
2008-07,France,43
2008-08,France,38
2008-09,France,32
2008-10,France,54
2008-11,France,52
2008-12,France,57
2009-01,France,92
2009-02,France,73
2009-03,France,64
2009-04,France,58
2009-05,France,48
2009-06,France,35
2009-07,France,38
2009-08,France,32
2009-09,France,26
2009-10,France,43
2009-11,France,51
2009-12,France,46
2010-01,France,59
2010-02,France,49
2010-03,France,59
2010-04,France,30
2010-05,France,41
2010-06,France,44
2010-07,France,40
2010-08,France,29
2010-09,France,28
2010-10,France,53
2010-11,France,36
2010-12,France,43
2011-01,France,83
2011-02,France,62
2011-03,France,55
2011-04,France,41
2011-05,France,34
2011-06,France,33
2011-07,France,42
2011-08,France,29
2011-09,France,32
2011-10,France,50
2011-11,France,52
2011-12,France,50
2012-01,France,58
2012-02,France,61
2012-03,France,73
2012-04,France,39
2012-05,France,44
2012-06,France,37
2012-07,France,31
2012-08,France,26
2012-09,France,27
2012-10,France,60
2012-11,France,40
2012-12,France,54
2013-01,France,63
2013-02,France,70
2013-03,France,48
2013-04,France,58
2013-05,France,52
2013-06,France,47
2013-07,France,39
2013-08,France,34
2013-09,France,30
2013-10,France,47
2013-11,France,33
2013-12,France,54
2014-01,France,58
2014-02,France,46
2014-03,France,51
2014-04,France,34
2014-05,France,33
2014-06,France,30
2014-07,France,29
2014-08,France,25
2014-09,France,17
2014-10,France,32
2014-11,France,24
2014-12,France,41
2015-01,France,51
2015-02,France,53
2015-03,France,66
2015-04,France,30
2015-05,France,30
2015-06,France,25
2015-07,France,27
2015-08,France,21
2015-09,France,34
2015-10,France,53
2015-11,France,36
2015-12,France,36
2016-01,France,43
2016-02,France,47
2016-03,France,52
2016-04,France,77
2016-05,France,32
2016-06,France,46
2016-07,France,36
2016-08,France,37
2016-09,France,23
2016-10,France,34
2016-11,France,31
2016-12,France,54
2017-01,France,61
2017-02,France,54
2017-03,France,39
2017-04,France,45
2017-05,France,44
2017-06,France,32
2017-07,France,39
2017-08,France,29
2017-09,France,50
2017-10,France,47
2017-11,France,54
2017-12,France,51
2018-01,France,75
2018-02,France,32
2018-03,France,47
2018-04,France,42
2018-05,France,41
2018-06,France,29
2018-07,France,34
2018-08,France,17
2018-09,France,17
2018-10,France,30
2018-11,France,28
2018-12,France,47
2019-01,France,57
2019-02,France,43
2019-03,France,36
2019-04,France,39
2019-05,France,32
2019-06,France,31
2019-07,France,30
2019-08,France,23
2019-09,France,25
2019-10,France,45
2019-11,France,41
2019-12,France,54
1999-01,Germany,37
1999-02,Germany,48
1999-03,Germany,54
1999-04,Germany,36
1999-05,Germany,36
1999-06,Germany,30
1999-07,Germany,28
1999-08,Germany,11
1999-09,Germany,22
1999-10,Germany,31
1999-11,Germany,38
1999-12,Germany,31
2000-01,Germany,49
2000-02,Germany,49
2000-03,Germany,56
2000-04,Germany,41
2000-05,Germany,37
2000-06,Germany,23
2000-07,Germany,23
2000-08,Germany,24
2000-09,Germany,22
2000-10,Germany,46
2000-11,Germany,46
2000-12,Germany,51
2001-01,Germany,77
2001-02,Germany,93
2001-03,Germany,75
2001-04,Germany,55
2001-05,Germany,60
2001-06,Germany,50
2001-07,Germany,47
2001-08,Germany,40
2001-09,Germany,47
2001-10,Germany,66
2001-11,Germany,52
2001-12,Germany,66
2002-01,Germany,89
2002-02,Germany,67
2002-03,Germany,69
2002-04,Germany,77
2002-05,Germany,77
2002-06,Germany,54
2002-07,Germany,39
2002-08,Germany,45
2002-09,Germany,30
2002-10,Germany,58
2002-11,Germany,53
2002-12,Germany,73
2003-01,Germany,89
2003-02,Germany,90
2003-03,Germany,143
2003-04,Germany,65
2003-05,Germany,71
2003-06,Germany,46
2003-07,Germany,33
2003-08,Germany,38
2003-09,Germany,40
2003-10,Germany,70
2003-11,Germany,39
2003-12,Germany,47
2004-01,Germany,68
2004-02,Germany,62
2004-03,Germany,68
2004-04,Germany,68
2004-05,Germany,47
2004-06,Germany,41
2004-07,Germany,54
2004-08,Germany,38
2004-09,Germany,23
2004-10,Germany,36
2004-11,Germany,43
2004-12,Germany,49
2005-01,Germany,53
2005-02,Germany,86
2005-03,Germany,107
2005-04,Germany,55
2005-05,Germany,48
2005-06,Germany,50
2005-07,Germany,27
2005-08,Germany,17
2005-09,Germany,40
2005-10,Germany,36
2005-11,Germany,47
2005-12,Germany,59
2006-01,Germany,65
2006-02,Germany,56
2006-03,Germany,79
2006-04,Germany,64
2006-05,Germany,44
2006-06,Germany,48
2006-07,Germany,30
2006-08,Germany,33
2006-09,Germany,24
2006-10,Germany,28
2006-11,Germany,43
2006-12,Germany,41
2007-01,Germany,45
2007-02,Germany,49
2007-03,Germany,68
2007-04,Germany,34
2007-05,Germany,30
2007-06,Germany,20
2007-07,Germany,24
2007-08,Germany,35
2007-09,Germany,27
2007-10,Germany,33
2007-11,Germany,45
2007-12,Germany,30
2008-01,Germany,61
2008-02,Germany,56
2008-03,Germany,36
2008-04,Germany,42
2008-05,Germany,39
2008-06,Germany,34
2008-07,Germany,28
2008-08,Germany,23
2008-09,Germany,23
2008-10,Germany,37
2008-11,Germany,40
2008-12,Germany,33
2009-01,Germany,90
2009-02,Germany,56
2009-03,Germany,73
2009-04,Germany,41
2009-05,Germany,34
2009-06,Germany,28
2009-07,Germany,29
2009-08,Germany,19
2009-09,Germany,20
2009-10,Germany,30
2009-11,Germany,32
2009-12,Germany,43
2010-01,Germany,34
2010-02,Germany,46
2010-03,Germany,30
2010-04,Germany,41
2010-05,Germany,29
2010-06,Germany,26
2010-07,Germany,29
2010-08,Germany,18
2010-09,Germany,28
2010-10,Germany,41
2010-11,Germany,27
2010-12,Germany,37
2011-01,Germany,68
2011-02,Germany,40
2011-03,Germany,42
2011-04,Germany,31
2011-05,Germany,20
2011-06,Germany,23
2011-07,Germany,13
2011-08,Germany,16
2011-09,Germany,29
2011-10,Germany,30
2011-11,Germany,24
2011-12,Germany,33
2012-01,Germany,44
2012-02,Germany,33
2012-03,Germany,38
2012-04,Germany,23
2012-05,Germany,32
2012-06,Germany,25
2012-07,Germany,17
2012-08,Germany,19
2012-09,Germany,26
2012-10,Germany,31
2012-11,Germany,41
2012-12,Germany,25
2013-01,Germany,47
2013-02,Germany,53
2013-03,Germany,28
2013-04,Germany,21
2013-05,Germany,29
2013-06,Germany,32
2013-07,Germany,20
2013-08,Germany,17
2013-09,Germany,23
2013-10,Germany,26
2013-11,Germany,33
2013-12,Germany,16
2014-01,Germany,38
2014-02,Germany,22
2014-03,Germany,23
2014-04,Germany,21
2014-05,Germany,26
2014-06,Germany,19
2014-07,Germany,24
2014-08,Germany,11
2014-09,Germany,13
2014-10,Germany,31
2014-11,Germany,26
2014-12,Germany,22
2015-01,Germany,29
2015-02,Germany,43
2015-03,Germany,36
2015-04,Germany,33
2015-05,Germany,18
2015-06,Germany,18
2015-07,Germany,16
2015-08,Germany,10
2015-09,Germany,10
2015-10,Germany,32
2015-11,Germany,19
2015-12,Germany,23
2016-01,Germany,36
2016-02,Germany,37
2016-03,Germany,40
2016-04,Germany,38
2016-05,Germany,26
2016-06,Germany,17
2016-07,Germany,15
2016-08,Germany,21
2016-09,Germany,20
2016-10,Germany,28
2016-11,Germany,27
2016-12,Germany,26
2017-01,Germany,26
2017-02,Germany,28
2017-03,Germany,39
2017-04,Germany,18
2017-05,Germany,20
2017-06,Germany,27
2017-07,Germany,7
2017-08,Germany,21
2017-09,Germany,14
2017-10,Germany,27
2017-11,Germany,27
2017-12,Germany,31
2018-01,Germany,34
2018-02,Germany,33
2018-03,Germany,48
2018-04,Germany,34
2018-05,Germany,20
2018-06,Germany,14
2018-07,Germany,17
2018-08,Germany,15
2018-09,Germany,14
2018-10,Germany,27
2018-11,Germany,15
2018-12,Germany,17
2019-01,Germany,35
2019-02,Germany,30
2019-03,Germany,37
2019-04,Germany,12
2019-05,Germany,24
2019-06,Germany,20
2019-07,Germany,7
2019-08,Germany,18
2019-09,Germany,17
2019-10,Germany,20
2019-11,Germany,14
2019-12,Germany,20
1999-01,Greece,18
1999-02,Greece,16
1999-03,Greece,42
1999-04,Greece,21
1999-05,Greece,16
1999-06,Greece,11
1999-07,Greece,8
1999-08,Greece,8
1999-09,Greece,13
1999-10,Greece,10
1999-11,Greece,8
1999-12,Greece,22
2000-01,Greece,36
2000-02,Greece,24
2000-03,Greece,41
2000-04,Greece,25
2000-05,Greece,12
2000-06,Greece,10
2000-07,Greece,13
2000-08,Greece,16
2000-09,Greece,7
2000-10,Greece,12
2000-11,Greece,11
2000-12,Greece,19
2001-01,Greece,21
2001-02,Greece,28
2001-03,Greece,21
2001-04,Greece,16
2001-05,Greece,14
2001-06,Greece,12
2001-07,Greece,19
2001-08,Greece,11
2001-09,Greece,8
2001-10,Greece,13
2001-11,Greece,11
2001-12,Greece,14
2002-01,Greece,19
2002-02,Greece,28
2002-03,Greece,26
2002-04,Greece,18
2002-05,Greece,13
2002-06,Greece,10
2002-07,Greece,7
2002-08,Greece,3
2002-09,Greece,8
2002-10,Greece,16
2002-11,Greece,25
2002-12,Greece,23
2003-01,Greece,16
2003-02,Greece,14
2003-03,Greece,18
2003-04,Greece,21
2003-05,Greece,5
2003-06,Greece,3
2003-07,Greece,13
2003-08,Greece,5
2003-09,Greece,5
2003-10,Greece,7
2003-11,Greece,7
2003-12,Greece,5
2004-01,Greece,13
2004-02,Greece,8
2004-03,Greece,9
2004-04,Greece,2
2004-05,Greece,5
2004-06,Greece,11
2004-07,Greece,6
2004-08,Greece,4
2004-09,Greece,2
2004-10,Greece,7
2004-11,Greece,3
2004-12,Greece,2
2005-01,Greece,10
2005-02,Greece,15
2005-03,Greece,11
2005-04,Greece,12
2005-05,Greece,5
2005-06,Greece,5
2005-07,Greece,3
2005-08,Greece,5
2005-09,Greece,4
2005-10,Greece,9
2005-11,Greece,11
2005-12,Greece,8
2006-01,Greece,5
2006-02,Greece,13
2006-03,Greece,11
2006-04,Greece,9
2006-05,Greece,10
2006-06,Greece,5
2006-07,Greece,3
2006-08,Greece,5
2006-09,Greece,4
2006-10,Greece,13
2006-11,Greece,7
2006-12,Greece,13
2007-01,Greece,18
2007-02,Greece,22
2007-03,Greece,9
2007-04,Greece,13
2007-05,Greece,9
2007-06,Greece,4
2007-07,Greece,0
2007-08,Greece,3
2007-09,Greece,2
2007-10,Greece,12
2007-11,Greece,2
2007-12,Greece,12
2008-01,Greece,10
2008-02,Greece,13
2008-03,Greece,10
2008-04,Greece,10
2008-05,Greece,5
2008-06,Greece,2
2008-07,Greece,4
2008-08,Greece,3
2008-09,Greece,1
2008-10,Greece,6
2008-11,Greece,5
2008-12,Greece,9
2009-01,Greece,8
2009-02,Greece,15
2009-03,Greece,10
2009-04,Greece,10
2009-05,Greece,5
2009-06,Greece,5
2009-07,Greece,6
2009-08,Greece,1
2009-09,Greece,3
2009-10,Greece,4
2009-11,Greece,5
2009-12,Greece,5
2010-01,Greece,7
2010-02,Greece,5
2010-03,Greece,8
2010-04,Greece,4
2010-05,Greece,4
2010-06,Greece,0
2010-07,Greece,1
2010-08,Greece,3
2010-09,Greece,3
2010-10,Greece,5
2010-11,Greece,8
2010-12,Greece,7
2011-01,Greece,7
2011-02,Greece,4
2011-03,Greece,6
2011-04,Greece,6
2011-05,Greece,4
2011-06,Greece,6
2011-07,Greece,6
2011-08,Greece,1
2011-09,Greece,1
2011-10,Greece,5
2011-11,Greece,4
2011-12,Greece,2
2012-01,Greece,4
2012-02,Greece,5
2012-03,Greece,20
2012-04,Greece,5
2012-05,Greece,2
2012-06,Greece,2
2012-07,Greece,2
2012-08,Greece,2
2012-09,Greece,0
2012-10,Greece,3
2012-11,Greece,5
2012-12,Greece,9
2013-01,Greece,8
2013-02,Greece,6
2013-03,Greece,7
2013-04,Greece,6
2013-05,Greece,2
2013-06,Greece,3
2013-07,Greece,2
2013-08,Greece,4
2013-09,Greece,3
2013-10,Greece,4
2013-11,Greece,6
2013-12,Greece,8
2014-01,Greece,6
2014-02,Greece,9
2014-03,Greece,6
